Date.Local,lax.ozone.Mean,lax.ozone.Max.Value,lax.ozone.Max.Hour,lax.ozone.AQI,lax.nitrogen.Mean,lax.nitrogen.Max.Value,lax.nitrogen.Max.Hour,lax.nitrogen.AQI,lax.pm.Max.Value,lax.pm.Max.Hour,lax.pm.Mean,lax.pm.AQI,lax.temp.Mean,lax.temp.Max.Value,lax.temp.Max.Hour,lax.rh.Mean,lax.rh.Max.Value,lax.rh.Max.Hour
9/24/11,0.040765,0.045,13,42,17.366667,24.7,8,23,25.8,0,25.8,80,66.5625,76.4,14,77.333333,85,2
9/24/11,0.040765,0.045,13,42,17.366667,24.7,8,23,25.7,0,25.7,80,66.5625,76.4,14,77.333333,85,2
9/25/11,0.032706,0.049,9,45,12.975,30,23,28,16,0,16,59,66.8125,77.9,12,69.958333,79,23
9/26/11,0.027647,0.046,12,43,23.904167,39.5,23,37,17.9,0,17.9,63,67.266667,79.2,14,71.916667,81,23
9/27/11,0.029353,0.045,11,42,35.920833,88.6,10,87,20.2,0,20.2,68,72.283333,91.7,12,68.208333,84,4
9/28/11,0.032471,0.053,11,49,25.516667,36.8,7,34,33.9,0,33.9,97,69.4625,81.1,13,75.125,86,5
9/29/11,0.023455,0.031,13,29,24.25,38.9,7,36,24.5,0,24.5,77,69.45,84,12,71.75,85,3
9/30/11,0.011462,0.024,11,22,22.663158,36.3,14,34,13.4,0,13.4,54,67.854167,79.5,10,73,85,1
9/30/11,0.011462,0.024,11,22,22.663158,36.3,14,34,14.4,0,14.4,56,67.854167,79.5,10,73,85,1
10/1/11,0.018,0.037,10,34,31.173913,60.4,10,57,12.4,0,12.4,52,73.879167,89.2,12,57.75,82,2
10/2/11,0.015471,0.034,10,31,26.486957,42.6,8,40,10.8,0,10.8,45,74.35,86.2,12,54.125,67,5
10/3/11,0.026471,0.033,11,31,21.586957,41,7,39,7.9,0,7.9,33,69.2,81.8,10,59.625,75,23
10/4/11,0.030235,0.034,12,31,12.895455,24.9,6,23,3.9,0,3.9,16,63.866667,70.8,13,69.583333,79,6
10/5/11,0.018294,0.026,14,24,17.991304,29.4,3,27,6.1,0,6.1,25,59.570833,63.9,16,78.333333,90,11
10/6/11,0.016882,0.031,10,29,22.417391,36.4,19,34,7.2,0,7.2,30,60.6625,71.8,11,65,85,3
10/6/11,0.016882,0.031,10,29,22.417391,36.4,19,34,7.9,0,7.9,33,60.6625,71.8,11,65,85,3
10/7/11,0.017176,0.033,10,31,23.782609,36.1,20,34,7.8,0,7.8,33,62.654167,75.6,11,63,82,5
10/8/11,0.021176,0.042,10,39,26.169565,44.8,20,42,11.1,0,11.1,46,66.025,81.1,10,53.166667,75,0
10/9/11,0.026706,0.051,10,47,27.313043,47.5,22,44,9.7,0,9.7,40,69.766667,86.2,11,47.583333,68,23
10/10/11,0.026588,0.05,11,46,33.526087,53.9,11,50,16,0,16,59,67.395833,84.2,11,60.125,81,22
10/11/11,0.018529,0.038,9,35,38.672727,62.8,11,60,NA,NA,NA,NA,71.333333,86.6,12,61.583333,81,0
10/12/11,0.021529,0.047,10,44,38.873913,60.1,19,57,14.5,0,14.5,56,82.433333,105.1,13,42.541667,72,0
10/12/11,0.021529,0.047,10,44,38.873913,60.1,19,57,13.6,0,13.6,54,82.433333,105.1,13,42.541667,72,0
10/13/11,0.024647,0.048,10,44,41.373913,70.3,19,68,11.8,0,11.8,49,82.654167,104.9,11,35.916667,65,23
10/14/11,0.024824,0.042,9,39,36.956522,56.1,10,53,16.9,0,16.9,61,73.429167,89,13,59.666667,85,19
10/15/11,0.025706,0.04,10,37,17.517391,29.3,10,27,21.6,0,21.6,71,67.908333,80.2,11,73,85,23
10/16/11,0.020824,0.043,10,40,19.678261,33.4,21,31,12.4,0,12.4,52,66.5625,81.4,12,73.958333,88,4
10/17/11,0.021941,0.029,10,27,32.095652,48.5,9,45,20.3,0,20.3,68,69.004167,86.9,12,69.875,89,23
10/18/11,0.020647,0.031,10,29,25.772727,38.6,11,36,29.7,0,29.7,88,65.041667,77.2,12,78.958333,89,0
10/19/11,0.017417,0.025,12,23,26.2125,32.2,16,30,NA,NA,NA,NA,63.525,74.3,13,79.5,90,6
10/20/11,0.026727,0.035,13,32,20.073333,24.4,6,23,27.8,0,27.8,84,64.095833,73.7,13,73.708333,83,2
10/21/11,0.017667,0.039,12,36,21.78125,36.3,23,34,NA,NA,NA,NA,64.154167,74.2,12,73.041667,84,22
10/22/11,0.015824,0.032,10,30,39.163636,56.7,10,53,24,0,24,76,67.6375,86.8,12,70.416667,87,23
10/23/11,0.041294,0.049,12,45,29.373913,51.8,9,48,39.6,0,39.6,111,64.3375,83.6,12,77.625,90,2
10/24/11,0.042235,0.049,13,45,20.426087,35.7,10,33,41.7,0,41.7,116,62.8,72.6,13,77.125,87,0
10/24/11,0.042235,0.049,13,45,20.426087,35.7,10,33,40.2,0,40.2,113,62.8,72.6,13,77.125,87,0
10/25/11,0.026444,0.03,15,28,13.8,28.4,5,26,15.3,0,15.3,58,61.2125,64.6,11,79.583333,89,6
10/26/11,0.017,0.036,10,33,17.1,34.4,6,32,10.1,0,10.1,42,61.9125,70.7,12,71.708333,86,1
10/27/11,0.017176,0.035,10,32,30.518182,44.9,20,42,11.8,0,11.8,49,63.820833,80,12,49.625,80,0
10/28/11,0.017412,0.037,10,34,32.909091,47.8,19,44,11.1,0,11.1,46,65.891667,84.2,12,33.041667,58,0
10/29/11,0.012294,0.027,9,25,41.772727,54.7,19,51,15.9,0,15.9,59,67.016667,86.2,11,38.708333,55,6
10/30/11,0.0252,0.049,10,45,39.063636,63.5,20,61,21.6,0,21.6,71,68.3,92,11,43.041667,70,23
10/30/11,0.0252,0.049,10,45,39.063636,63.5,20,61,22,0,22,72,68.3,92,11,43.041667,70,23
10/31/11,0.021133,0.044,9,41,33.2,65,11,63,25.8,0,25.8,80,65.504167,82,10,60.333333,88,23
11/1/11,0.013588,0.027,10,25,39.138095,50.1,10,47,NA,NA,NA,NA,62.320833,75.2,13,74.708333,91,2
11/2/11,0.015824,0.03,9,28,32.931818,51,8,48,15.4,0,15.4,58,68.620833,86.7,12,36.083333,85,1
11/3/11,0.030588,0.034,19,31,22.031818,45,7,42,9.1,0,9.1,38,64.690909,75.9,12,44.772727,73,17
11/4/11,0.022588,0.029,7,27,6.945455,21.9,17,20,4.6,0,4.6,19,56.027273,61.3,9,65.636364,80,17
11/5/11,0.017118,0.033,10,31,15.431818,30.9,19,28,8.7,0,8.7,36,54.404545,66.6,12,60.681818,83,5
11/5/11,0.017118,0.033,10,31,15.431818,30.9,19,28,9.2,0,9.2,38,54.404545,66.6,12,60.681818,83,5
11/6/11,0.016529,0.032,10,30,10.609524,24.2,19,23,8.8,0,8.8,37,52.027273,63.9,13,71.181818,83,9
11/7/11,0.013294,0.026,9,24,19.152381,32,20,30,9.3,0,9.3,39,54.804545,67.5,12,63.090909,83,1
11/8/11,0.011941,0.026,9,24,26.685,45,18,42,10.7,0,10.7,45,58.981818,74.1,13,48.590909,72,1
11/9/11,0.013824,0.03,9,28,27.040909,44.9,18,42,9.2,0,9.2,38,62.0375,79.3,14,36.875,63,2
11/10/11,0.007059,0.016,7,15,33.686364,44.2,17,42,NA,NA,NA,NA,65.608333,75.5,12,27.916667,37,2
11/11/11,0.018235,0.031,11,29,27.977273,43.6,23,41,9,0,9,38,64.983333,75.4,12,32.25,42,20
11/11/11,0.018235,0.031,11,29,27.977273,43.6,23,41,8,0,8,33,64.983333,75.4,12,32.25,42,20
11/12/11,0.017118,0.034,7,31,12.890909,43.6,0,41,6.2,0,6.2,26,59.733333,63,15,59.291667,69,23
11/13/11,0.017471,0.034,10,31,14.681818,33.9,19,31,9.1,0,9.1,38,62.1,72.8,11,61.541667,77,2
11/14/11,0.022235,0.025,20,23,17.252381,26.9,0,25,14.3,0,14.3,56,59.013043,68.9,12,71.26087,80,5
11/15/11,0.018294,0.031,11,29,11.981818,28.4,22,26,18.5,0,18.5,64,60.391667,68.8,11,70.916667,84,21
11/16/11,0.013,0.026,10,24,26.904545,40.3,20,38,30.6,0,30.6,90,59.575,72.2,12,75.916667,86,1
11/17/11,0.014294,0.025,10,23,34.142857,54.1,11,51,22.8,0,22.8,74,61.4875,76.9,11,68.25,87,20
11/17/11,0.014294,0.025,10,23,34.142857,54.1,11,51,23.5,0,23.5,75,61.4875,76.9,11,68.25,87,20
11/18/11,0.011706,0.019,7,18,28.972727,47.1,23,44,31.5,0,31.5,92,57.625,60.1,12,75.208333,81,0
11/19/11,0.022824,0.033,9,31,20,46.2,0,43,9.3,0,9.3,39,57.483333,63.5,11,71.625,83,3
11/20/11,0.011353,0.026,8,24,20.177273,32.9,18,30,7.5,0,7.5,31,51.9125,55.5,10,81.708333,89,13
11/21/11,0.014235,0.029,10,27,24.063636,33.8,20,31,9.6,0,9.6,40,54.204167,65.3,11,74.708333,90,3
11/22/11,0.009059,0.019,8,18,30.154545,46.8,18,43,NA,NA,NA,NA,57.820833,75.7,14,63.625,82,2
11/23/11,0.015867,0.02,15,19,28.771429,42.4,8,40,13.4,0,13.4,54,57.966667,71.1,14,67.583333,79,17
11/23/11,0.015867,0.02,15,19,28.771429,42.4,8,40,14.6,0,14.6,56,57.966667,71.1,14,67.583333,79,17
11/24/11,0.021647,0.032,11,30,17.540909,33.4,1,31,12.6,0,12.6,52,56.575,64.2,13,71.208333,82,1
11/25/11,0.012176,0.028,9,26,24.945455,41.7,18,39,16.8,0,16.8,61,56.670833,70.7,12,69.791667,84,3
11/26/11,0.011235,0.025,9,23,32.290909,47.5,17,44,12.6,0,12.6,52,65.029167,88.6,14,48.833333,79,4
11/27/11,0.014235,0.033,9,31,24.909091,43.9,17,41,7.2,0,7.2,30,68.130435,89.3,13,31.869565,48,0
11/28/11,0.006294,0.013,8,12,37.372727,47.5,18,44,10.2,0,10.2,43,66.4625,85.4,13,38.791667,60,23
11/29/11,0.005176,0.009,7,8,44.477273,63.1,16,61,16.3,0,16.3,60,66.804167,87.7,12,44.166667,63,0
11/29/11,0.005176,0.009,7,8,44.477273,63.1,16,61,16.8,0,16.8,61,66.804167,87.7,12,44.166667,63,0
11/30/11,0.019765,0.036,23,33,31.685,54.6,9,51,21.8,0,21.8,71,59.808696,73.6,12,56.217391,83,17
12/1/11,0.001222,0.004,15,4,19.046667,37.7,23,35,7.7,0,7.7,32,61.877273,67.9,14,22.863636,40,23
12/2/11,0.009647,0.022,9,20,28.731818,41.1,20,39,12.7,0,12.7,52,55.658333,66,12,50.333333,63,5
12/3/11,0.015706,0.035,10,32,22.347826,38.5,20,36,9.1,0,9.1,38,54.716667,68,12,36.166667,68,4
12/4/11,0.009706,0.024,10,22,26.995652,38,19,36,11.5,0,11.5,48,50.9125,67.2,14,37.5,57,22
12/5/11,0.008235,0.021,9,19,34.391304,46.9,18,43,15.8,0,15.8,59,52.2,66.2,14,42.583333,61,3
12/6/11,0.005882,0.016,9,15,36.322727,49.1,7,46,12.1,0,12.1,51,50.929167,68.3,12,38.75,56,0
12/7/11,0.005706,0.015,8,14,35.752174,43.4,19,41,NA,NA,NA,NA,53.508333,71.6,12,36.041667,55,22
12/8/11,0.001643,0.007,10,6,43.415,49.9,15,46,21.7,0,21.7,71,54.304167,71.6,13,47.541667,68,23
12/9/11,0.003412,0.009,9,8,44.678261,52.2,17,49,22.8,0,22.8,74,56.520833,73.7,12,48.916667,67,0
12/10/11,0.007353,0.018,9,17,34.017391,41.8,18,39,14.3,0,14.3,56,57.441667,75.1,11,44.708333,70,23
12/11/11,0.017235,0.031,10,29,22.578261,36.5,0,34,21.5,0,21.5,71,52.320833,61.7,12,68.583333,79,5
12/11/11,0.017235,0.031,10,29,22.578261,36.5,0,34,21.5,0,21.5,71,52.320833,61.7,12,68.583333,79,5
12/12/11,0.010176,0.016,12,15,25.256522,36.8,0,34,13.1,0,13.1,53,49.975,51.9,0,79.333333,84,11
12/13/11,0.001,0.004,14,4,26.568421,39.1,18,37,9.1,0,9.1,38,53.7375,65.6,12,68.333333,84,1
12/14/11,0.000667,0.002,15,2,29.42,37.4,19,35,NA,NA,NA,NA,52.754167,65.4,12,70.375,82,20
12/15/11,0.007471,0.019,9,18,26.786364,36.5,19,34,NA,NA,NA,NA,49.958333,60.4,10,74.166667,84,20
12/16/11,0.006471,0.016,10,15,35.552174,50.2,9,47,NA,NA,NA,NA,55.683333,71.5,13,50.625,84,2
12/17/11,0.003882,0.008,12,7,35.313043,49.5,9,46,11.9,0,11.9,50,56.383333,65.4,15,54.208333,77,23
12/17/11,0.003882,0.008,12,7,35.313043,49.5,9,46,11.8,0,11.8,49,56.383333,65.4,15,54.208333,77,23
12/18/11,0.011529,0.023,10,21,20.582609,30.8,21,28,14.5,0,14.5,56,54.491667,65.3,13,73.166667,83,23
12/19/11,0.004118,0.01,8,9,30.322727,39.7,18,37,15,0,15,57,53.95,57.9,15,75.666667,87,3
12/20/11,0.003588,0.01,9,9,33.731818,42.2,19,40,17.6,0,17.6,63,55.695833,69.2,14,63.791667,80,3
12/21/11,0.004412,0.011,8,10,35.063636,44.5,18,42,18.7,0,18.7,65,54.308333,67.5,10,64.666667,85,22
12/22/11,0.008941,0.022,10,20,28.040909,39.5,20,37,12.5,0,12.5,52,55.345833,69.1,12,46.791667,83,0
12/23/11,0.005353,0.013,9,12,35.377273,43.8,9,41,12.2,0,12.2,51,53.433333,70.5,14,32.083333,54,6
12/23/11,0.005353,0.013,9,12,35.377273,43.8,9,41,12.5,0,12.5,52,53.433333,70.5,14,32.083333,54,6
12/24/11,0.007,0.018,10,17,30.745455,37.7,18,35,19.9,0,19.9,67,56.158333,75.4,13,30.75,52,6
12/25/11,0.010059,0.025,9,23,24.609091,36.7,18,34,16.5,0,16.5,60,57.508333,78.7,14,32.666667,48,5
12/26/11,0.006412,0.017,8,16,31.65,43.2,18,41,13.6,0,13.6,54,57.808333,77.3,12,35.916667,57,23
12/27/11,0.002429,0.01,10,9,41.442105,58.5,15,55,26.2,0,26.2,81,55.929167,76.1,13,47.541667,63,21
12/28/11,0.004706,0.012,8,11,38.877273,46.1,19,43,12.5,0,12.5,52,61.291667,83.5,13,35.791667,56,23
12/29/11,0.001706,0.005,8,5,52.590476,70.1,17,68,28.3,0,28.3,85,61.216667,80.3,14,47.625,74,23
12/29/11,0.001706,0.005,8,5,52.590476,70.1,17,68,28.9,0,28.9,86,61.216667,80.3,14,47.625,74,23
12/30/11,0.001176,0.003,7,3,56.06087,97.5,11,97,44.1,0,44.1,122,58.783333,71.2,12,63.875,82,23
12/31/11,0.00425,0.009,7,8,49.873913,79.3,14,78,49.3,0,49.3,135,60.391667,82,12,62.5,84,3
1/1/12,0.010176,0.026,8,24,27.682609,48.8,17,45,13.5,0,13.5,54,68.1625,89.5,14,32.416667,62,18
1/2/12,0.005706,0.014,9,13,33.06087,43.9,18,41,9.1,0,9.1,38,66.779167,86.7,14,34.625,60,19
1/3/12,0.004471,0.011,9,10,40.040909,48.3,19,45,9.2,0,9.2,38,67.7625,86.2,12,29.75,45,21
1/4/12,0.001667,0.007,12,6,36.816667,49.2,16,46,8.8,0,8.8,37,70.295833,92,14,26.291667,38,6
1/4/12,0.001667,0.007,12,6,36.816667,49.2,16,46,8.3,0,8.3,35,70.295833,92,14,26.291667,38,6
1/5/12,0.005235,0.015,9,14,38.104762,49,19,46,9.4,0,9.4,39,68.833333,88.7,13,28,46,22
1/6/12,0.002765,0.008,8,7,44.254545,60.6,16,57,19.3,0,19.3,66,61.5125,77,12,50.208333,78,23
1/7/12,0.005176,0.012,9,11,30.1,40,0,38,28.2,0,28.2,85,54.683333,66.6,14,79.291667,92,5
1/8/12,0.008588,0.022,9,20,27.230435,39,17,37,15,0,15,57,57.116667,71.3,10,50.791667,86,0
1/9/12,0.006588,0.016,9,15,33.665217,44.3,8,42,7.7,0,7.7,32,61.6,76.8,14,34.041667,57,22
1/10/12,0.006353,0.015,10,14,37.990909,48.4,19,45,15,0,15,57,58.058333,72.8,13,47.291667,66,23
1/10/12,0.006353,0.015,10,14,37.990909,48.4,19,45,14.8,0,14.8,57,58.058333,72.8,13,47.291667,66,23
1/11/12,0.001647,0.005,8,5,44.690476,60.5,14,57,23.3,0,23.3,75,57.875,71.5,13,49.916667,66,0
1/12/12,0.005588,0.015,8,14,39.273913,51,17,48,15.2,0,15.2,58,63.666667,80.5,13,38.5,61,1
1/13/12,0.007765,0.019,9,18,33.465217,45,17,42,10.7,0,10.7,45,61.154167,81.5,14,25.333333,46,0
1/14/12,0.002824,0.007,8,6,34.452174,41.5,18,39,14,0,14,55,56.341667,72.7,13,30.958333,49,21
1/15/12,0.018235,0.023,11,21,22.321739,37.1,1,35,15.5,0,15.5,58,55.008333,64,14,52.875,76,23
1/16/12,0.016412,0.024,11,22,20.382609,34.9,1,32,11.8,0,11.8,49,52.979167,60.4,12,68.875,83,4
1/16/12,0.016412,0.024,11,22,20.382609,34.9,1,32,12.7,0,12.7,52,52.979167,60.4,12,68.875,83,4
1/17/12,0.012824,0.026,10,24,23.313636,35.5,21,33,9.6,0,9.6,40,51.5,62.6,12,65.458333,79,22
1/18/12,0.008235,0.019,11,18,30.617391,39.4,20,37,14.5,0,14.5,56,53.358333,70.2,13,64.958333,79,23
1/19/12,0.005706,0.013,11,12,36.773913,48.4,12,45,NA,NA,NA,NA,54.004167,71.8,11,66.416667,81,2
1/20/12,0.012412,0.022,11,20,28.495455,39.2,0,37,21.7,0,21.7,71,55.266667,65.6,12,72.583333,82,1
1/21/12,0.011118,0.022,11,20,20.321739,36.7,0,34,10.5,0,10.5,44,56.254167,66.1,14,72.416667,90,6
1/22/12,0.011706,0.023,10,21,17.356522,29.3,22,27,11.3,0,11.3,47,54.275,66.1,14,70.958333,82,21
1/22/12,0.011706,0.023,10,21,17.356522,29.3,22,27,11.6,0,11.6,48,54.275,66.1,14,70.958333,82,21
1/23/12,0.005941,0.016,7,15,21.417391,27.5,0,25,9.2,0,9.2,38,51.333333,54.5,16,83,88,22
1/24/12,0.006118,0.016,9,15,26.327273,41,19,39,8.4,0,8.4,35,56.479167,70.2,14,66.666667,88,0
1/25/12,0.004941,0.013,9,12,32.882609,44.4,18,42,10,0,10,42,65.045833,84.1,13,46.833333,67,4
1/26/12,0.003882,0.01,9,9,30.790909,41.8,9,39,10,0,10,42,66.333333,85.4,11,53.166667,79,23
1/27/12,0.006706,0.015,11,14,31.347826,56,12,53,10,0,10,42,64.141667,82.9,14,52.541667,84,3
1/28/12,0.008471,0.02,9,19,32.308696,45.5,18,42,9.3,0,9.3,39,62.2625,82.4,14,30.333333,54,4
1/28/12,0.008471,0.02,9,19,32.308696,45.5,18,42,9.2,0,9.2,38,62.2625,82.4,14,30.333333,54,4
1/29/12,0.013176,0.031,9,29,26.021739,44.8,18,42,7.7,0,7.7,32,62.7,84.5,14,24.958333,41,4
1/30/12,0.006529,0.014,9,13,35.765217,47.9,8,44,13,0,13,53,58.433333,73,12,48.333333,80,23
1/31/12,0.008824,0.019,10,18,29.8,46.4,19,43,19.1,0,19.1,66,57.291667,69.4,12,72.791667,87,1
2/1/12,0.011412,0.023,12,21,34.334783,52.2,12,49,23.9,0,23.9,76,57.291667,70.2,12,68.791667,84,23
2/2/12,0.010059,0.023,10,21,33.313043,50.2,20,47,25.5,0,25.5,79,57.470833,71.6,13,69.125,86,1
2/3/12,0.01925,0.023,10,21,33.42,45.5,8,42,10.6,0,10.6,44,60.120833,76.6,15,41.291667,76,1
2/3/12,0.01925,0.023,10,21,33.42,45.5,8,42,7.8,0,7.8,33,60.120833,76.6,15,41.291667,76,1
2/4/12,0.014471,0.034,9,31,25.489474,44.4,19,42,2.5,0,2.5,10,59.658333,76.7,15,31.75,46,4
2/5/12,0.019353,0.039,10,36,23.978261,42.1,22,40,7.2,0,7.2,30,61.058333,78.3,15,36.916667,55,6
2/6/12,0.006176,0.016,9,15,39.236364,52.4,18,49,9.8,0,9.8,41,60.941667,73.5,14,38.25,57,0
2/7/12,0.014471,0.023,10,21,29.422727,48.9,2,45,9.5,0,9.5,40,59.441667,63.9,12,53.458333,68,18
2/8/12,0.007647,0.017,9,16,35.23913,48.7,20,45,8.1,0,8.1,34,64.270833,79.4,13,46.333333,67,5
2/9/12,0.011176,0.026,10,24,29.669565,41.2,20,39,6.5,0,6.5,27,66.279167,83.8,11,40.166667,57,23
2/9/12,0.011176,0.026,10,24,29.669565,41.2,20,39,6.8,0,6.8,28,66.279167,83.8,11,40.166667,57,23
2/10/12,0.014176,0.018,10,17,29.147619,37.8,7,35,11.5,0,11.5,48,58.094737,74.6,14,65.842105,82,23
2/11/12,0.02,0.028,10,26,9.465217,20.6,22,19,6,0,6,25,57.329167,63.4,13,76.708333,89,3
2/12/12,0.019647,0.028,10,26,11.334783,20.9,0,19,4.8,0,4.8,20,56.3625,66.4,11,71.333333,82,0
2/13/12,0.020235,0.028,12,26,14.377273,30.5,7,28,6,0,6,25,53.941667,58.6,13,69.083333,83,2
2/14/12,0.010941,0.023,10,21,21.25,37.6,20,35,8.5,0,8.5,35,52.370833,64.3,12,61.125,78,4
2/15/12,0.013353,0.031,10,29,25.218182,35.3,7,33,9.3,0,9.3,39,49.145833,55.6,15,72,81,21
2/16/12,0.016118,0.031,11,29,21.395652,43.7,8,41,5.1,0,5.1,21,58.370833,70.5,16,42.416667,75,4
2/17/12,0.009941,0.022,10,20,27.069565,38.8,20,36,6.1,0,6.1,25,59.395833,75.3,11,37.625,62,23
2/18/12,0.020294,0.028,11,26,19.221739,33.7,0,31,10.1,0,10.1,42,55.1375,67.4,12,64.916667,75,18
2/19/12,0.014706,0.029,10,27,15.326087,28.9,22,26,9.8,0,9.8,41,55.254167,64.6,11,68.75,82,6
2/20/12,0.012882,0.026,11,24,21.154545,35.3,21,33,13.5,0,13.5,54,54.225,64.1,12,70.5,82,3
2/21/12,0.011059,0.029,10,27,30.055,46,21,43,10.8,0,10.8,45,59.491667,76,13,50.958333,82,2
2/21/12,0.011059,0.029,10,27,30.055,46,21,43,11.6,0,11.6,48,59.491667,76,13,50.958333,82,2
2/22/12,0.006118,0.015,9,14,40.86087,54,18,51,NA,NA,NA,NA,65.020833,82.4,13,45.208333,64,23
2/23/12,0.013588,0.024,10,22,37.281818,58.9,21,55,14.5,0,14.5,56,65.216667,83,12,50.666667,86,23
2/24/12,0.019118,0.023,19,21,35.756522,68.9,11,66,32,0,32,93,60.279167,78.3,12,73.833333,89,3
2/25/12,0.018471,0.03,11,28,19.043478,37.8,22,35,25.6,0,25.6,79,57.541667,68.8,11,73.125,83,21
2/26/12,0.034313,0.038,15,35,16.056522,37.9,0,35,23.7,0,23.7,75,56.683333,69.8,13,72.541667,86,2
2/27/12,0.025706,0.03,9,28,13.609524,24.3,7,23,7.5,0,7.5,31,53,57.4,12,65.166667,74,6
2/27/12,0.025706,0.03,9,28,13.609524,24.3,7,23,7.4,0,7.4,31,53,57.4,12,65.166667,74,6
2/28/12,0.013647,0.027,10,25,21.313636,40,22,38,7.8,0,7.8,33,50.458333,60.1,12,58.416667,74,5
2/29/12,0.021353,0.026,11,24,22.155,35.4,0,33,8.6,0,8.6,36,52.866667,61.5,12,65.958333,74,5
3/1/12,0.016824,0.026,9,24,21.842857,34.9,21,32,6.8,0,6.8,28,56.35,65.9,12,67.416667,85,2
3/2/12,0.011647,0.026,10,24,30.45,47.8,20,44,9.3,0,9.3,39,58.816667,73.9,14,50.25,81,3
3/3/12,0.015765,0.036,10,33,29.968182,49.5,19,46,7.3,0,7.3,30,63.870833,80.4,12,25.875,46,0
3/4/12,0.019375,0.038,10,35,26.031818,49.2,20,46,5.7,0,5.7,24,71.570833,92.1,13,23.833333,41,5
3/4/12,0.019375,0.038,10,35,26.031818,49.2,20,46,5.9,0,5.9,25,71.570833,92.1,13,23.833333,41,5
3/5/12,0.011,0.018,9,17,40.761905,53,21,50,10.3,0,10.3,43,68.75,85.2,13,36.875,76,23
3/6/12,0.026765,0.035,22,32,16.32,28.2,0,26,13.8,0,13.8,55,54.4,60.6,12,68.375,89,2
3/7/12,0.020412,0.036,8,33,14.559091,41.6,23,39,3.7,0,3.7,15,54.554167,65.8,14,31.291667,63,21
3/8/12,0.016118,0.034,11,31,32.954545,52.4,20,49,9.6,0,9.6,40,59.4625,76.4,12,30.958333,57,5
3/9/12,0.017647,0.039,10,36,33.62381,51.8,21,48,8.8,0,8.8,37,67.354167,86,12,23.708333,40,4
3/10/12,0.028588,0.036,11,33,27.05,43.8,0,41,11.8,0,11.8,49,62.741667,77.6,13,44.041667,83,23
3/10/12,0.028588,0.036,11,33,27.05,43.8,0,41,12.3,0,12.3,51,62.741667,77.6,13,44.041667,83,23
3/11/12,0.028882,0.034,7,31,8.956522,19.3,21,18,10.4,0,10.4,43,57.591667,68,14,67.708333,82,0
3/12/12,0.025765,0.03,12,28,15,23.3,11,22,11.5,0,11.5,48,57.341667,68.8,12,67.916667,83,22
3/13/12,0.016706,0.028,11,26,19,36.1,22,34,10.8,0,10.8,45,56.316667,66.3,12,71.25,82,0
3/14/12,0.018647,0.025,10,23,21.036364,35.6,0,33,10.9,0,10.9,45,56.5375,69.3,12,74.041667,84,21
3/15/12,0.015529,0.02,11,19,18.273913,27.2,11,25,14.8,0,14.8,57,58.654167,67.8,12,73.791667,85,0
3/16/12,0.015412,0.018,15,17,17.947619,26.1,13,25,11.1,0,11.1,46,56.8625,61,13,78.5,84,21
3/16/12,0.015412,0.018,15,17,17.947619,26.1,13,25,11.1,0,11.1,46,56.8625,61,13,78.5,84,21
3/17/12,0.029706,0.036,11,33,9.191304,12.9,3,11,3.9,0,3.9,16,51.820833,55.1,11,78.958333,91,4
3/18/12,0.027294,0.033,7,31,6.413043,14,0,13,4.2,0,4.2,18,49.429167,57.3,11,63.208333,84,0
3/19/12,0.016412,0.031,10,29,20.277273,40.3,21,38,6.9,0,6.9,29,51.745833,64.5,12,53.166667,70,5
3/20/12,0.013706,0.031,10,29,32.095455,50.2,20,47,12.1,0,12.1,51,57.095833,72.4,12,54.375,75,4
3/21/12,0.021118,0.038,11,35,33.956522,49.6,23,46,14.1,0,14.1,55,61.879167,77.8,11,53.166667,78,23
3/22/12,0.023235,0.03,10,28,34.134783,46.3,0,43,21.5,0,21.5,71,60.8625,75.2,12,64.416667,86,21
3/22/12,0.023235,0.03,10,28,34.134783,46.3,0,43,21.5,0,21.5,71,60.8625,75.2,12,64.416667,86,21
3/23/12,0.013882,0.022,10,20,21.290909,34.7,23,32,13.5,0,13.5,54,58.133333,70.4,14,73.125,83,0
3/24/12,0.022059,0.03,10,28,15.273913,32.3,0,30,10,0,10,42,58.375,72,14,70.166667,85,2
3/25/12,0.030235,0.034,15,31,10.973913,29.7,0,27,5.6,0,5.6,23,51.970833,58.1,9,77.708333,87,13
3/26/12,0.024059,0.035,10,32,16.536364,37.8,21,35,4,0,4,17,54.9875,64.5,14,71.166667,87,3
3/27/12,0.019235,0.032,11,30,23.177273,35.6,22,33,6.7,0,6.7,28,56.35,68.5,12,64.208333,79,3
3/28/12,0.018235,0.026,11,24,21,31.8,6,29,6.8,0,6.8,28,57.820833,70.1,12,70.083333,86,21
3/28/12,0.018235,0.026,11,24,21,31.8,6,29,6.5,0,6.5,27,57.820833,70.1,12,70.083333,86,21
3/29/12,0.021091,0.03,13,28,20.55,31.7,5,29,21.3,0,21.3,70,60.183333,73,11,74.875,86,0
3/30/12,0.0254,0.032,9,30,23.405556,38.1,11,36,32.2,0,32.2,93,60.058333,71.9,13,74.625,85,23
3/31/12,0.028471,0.032,7,30,14.834783,25.8,1,24,13.3,0,13.3,54,56.504167,65.3,13,77.833333,87,6
4/1/12,0.034647,0.04,9,37,7.495652,21.5,6,20,4.3,0,4.3,18,58.5625,68.7,14,47.75,80,5
