Date.Local,atl.ozone.Mean,atl.ozone.Max.Value,atl.ozone.Max.Hour,atl.ozone.AQI,atl.nitrogen.Mean,atl.nitrogen.Max.Value,atl.nitrogen.Max.Hour,atl.nitrogen.AQI,atl.pm.Max.Value,atl.pm.Max.Hour,atl.pm.Mean,atl.pm.AQI,atl.temp.Mean,atl.temp.Max.Value,atl.temp.Max.Hour,atl.rh.Mean,atl.rh.Max.Value,atl.rh.Max.Hour
1/20/14,0.018059,0.034,11,31,24.729167,45.8,20,42,9.2,0,9.2,38,45.041667,67,15,54.375,95,7
1/21/14,0.026882,0.03,22,28,19.266667,43.2,0,41,9.4,0,9.4,39,38.041667,51,10,62,85,5
1/22/14,0.015294,0.03,10,28,15.391667,42.6,23,40,NA,NA,NA,NA,26.458333,37,15,38.5,62,1
1/23/14,0.025529,0.028,10,26,19.3375,43.2,6,41,8.2,0,8.2,34,29.541667,40,14,43.041667,60,7
1/23/14,0.025529,0.028,10,26,19.3375,43.2,6,41,7.4,0,7.4,31,29.541667,40,14,43.041667,60,7
1/24/14,0.014353,0.028,10,26,15.883333,37.5,22,35,7.9,0,7.9,33,22.708333,35,15,38.25,65,7
1/25/14,0.019824,0.033,10,31,21.516667,38.1,3,36,12.2,0,12.2,51,30.125,48,15,53.375,88,5
1/26/14,0.030235,0.036,11,33,16.0625,34,0,32,7.7,0,7.7,32,42.541667,58,15,52.5,82,6
1/27/14,0.030294,0.037,10,34,14.558333,42.2,7,40,9.9,0,9.9,41,48.125,61,12,49.916667,81,8
1/28/14,0.016471,0.021,22,19,13.504762,21.4,15,20,6.3,0,6.3,26,26.583333,31,0,61.25,91,18
1/29/14,0.016176,0.03,9,28,13.6875,41.9,22,39,9.8,0,9.8,41,20.958333,29,15,59.25,82,0
1/30/14,0.017294,0.036,11,33,26.275,42.4,20,40,17.3,0,17.3,62,22.875,40,15,66.5,92,3
1/31/14,0.007941,0.017,10,16,40.9,54.9,20,51,NA,NA,NA,NA,33.875,55,15,59.541667,94,4
2/1/14,0.019176,0.033,12,31,28.391667,49.9,7,46,NA,NA,NA,NA,42.125,57,14,69.041667,92,23
2/2/14,0.024294,0.028,12,26,6.75,26.5,0,25,NA,NA,NA,NA,56.833333,72,16,83.166667,100,2
2/3/14,0.006412,0.011,12,10,9.995833,20.7,22,19,NA,NA,NA,NA,52.875,65,0,88.5,100,5
2/4/14,0.011,0.014,11,13,9.235,18.1,0,17,NA,NA,NA,NA,42.5,47,9,95.541667,100,0
2/5/14,0.021765,0.025,21,23,8.095,13.5,6,12,4.1,0,4.1,17,43.125,53,10,85.041667,100,0
2/6/14,0.014941,0.021,7,19,14.366667,23.1,23,22,15.8,0,15.8,59,34.625,43,14,67,79,1
2/7/14,0.011765,0.024,10,22,26.0125,41.8,19,39,14.7,0,14.7,56,38.416667,51,15,64.625,93,6
2/8/14,0.017471,0.034,11,31,24.108333,35.5,1,33,11.7,0,11.7,49,44.75,59,14,63.291667,86,23
2/9/14,0.021647,0.04,11,37,18.029167,35.8,22,33,NA,NA,NA,NA,47.416667,62,15,69.75,92,3
2/10/14,0.010941,0.014,12,13,20.125,27.9,0,25,13.3,0,13.3,54,43.416667,51,15,79.333333,98,1
2/10/14,0.010941,0.014,12,13,20.125,27.9,0,25,14,0,14,55,43.416667,51,15,79.333333,98,1
2/11/14,0.021235,0.025,23,23,8.826087,18.5,1,17,9.4,0,9.4,39,36.913043,40,4,95.913043,100,1
2/12/14,0.028059,0.031,7,29,4.329167,8.3,17,8,10.2,0,10.2,43,30.26087,34,0,100,100,0
2/13/14,0.018765,0.036,11,33,12.483333,42,20,40,7.6,0,7.6,32,34.583333,44,15,87.833333,100,0
2/14/14,0.033824,0.041,11,38,19.229167,37.1,4,35,NA,NA,NA,NA,42.375,56,13,69.791667,100,3
2/15/14,0.025765,0.038,10,35,7.216667,27.5,23,25,6.4,0,6.4,27,40.416667,48,14,66.5,100,0
2/16/14,0.021588,0.041,11,38,21.058333,38.1,21,36,NA,NA,NA,NA,44.333333,63,14,58.125,89,7
2/17/14,0.035824,0.048,12,44,14.595833,30.9,0,28,NA,NA,NA,NA,49.833333,67,15,61.666667,99,7
2/18/14,0.028059,0.038,11,35,14.43,26.8,9,25,NA,NA,NA,NA,56.333333,71,14,73.666667,100,7
2/19/14,0.015588,0.029,10,27,8.579167,25.2,20,24,NA,NA,NA,NA,61.958333,68,13,83.083333,100,21
2/20/14,0.028059,0.032,12,30,8.283333,20.2,7,19,NA,NA,NA,NA,63.25,75,15,78.041667,100,0
2/21/14,0.019118,0.035,11,32,11.404167,35.8,20,33,4.9,0,4.9,20,55.041667,65,0,62.833333,100,4
2/22/14,0.019941,0.039,11,36,18.383333,36.6,21,34,NA,NA,NA,NA,47.791667,64,15,57.416667,94,6
2/23/14,0.026118,0.046,11,43,15.666667,38.1,21,36,NA,NA,NA,NA,51.25,69,15,66.041667,100,7
2/24/14,0.022353,0.036,10,33,15.370833,31.8,0,29,5.9,0,5.9,25,52.875,65,13,54.625,100,1
2/25/14,0.023235,0.036,11,33,21.2,34.4,0,32,NA,NA,NA,NA,48.708333,60,14,69.041667,83,6
2/26/14,0.026412,0.029,15,27,12.1625,28.3,0,26,8.5,0,8.5,35,40.041667,46,0,71,100,6
2/27/14,0.018824,0.034,9,31,15.204167,40.3,21,38,6.7,0,6.7,28,36.083333,50,15,38.25,65,23
2/28/14,0.037176,0.044,11,41,18.3125,46.3,7,43,9.2,0,9.2,38,41.416667,55,14,44.791667,79,7
2/28/14,0.037176,0.044,11,41,18.3125,46.3,7,43,8.8,0,8.8,37,41.416667,55,14,44.791667,79,7
3/1/14,0.023529,0.045,11,42,14.383333,48.6,20,45,14.8,0,14.8,57,49.625,60,14,59.208333,86,23
3/2/14,0.038,0.054,10,50,16.4625,39.7,21,37,19.6,0,19.6,67,55.75,73,14,67.125,100,3
3/3/14,0.019882,0.023,16,21,7.545833,12.7,6,11,8.7,0,8.7,36,49.25,59,10,84.25,100,7
3/4/14,0.028,0.034,10,31,7.819048,14,22,13,4.9,0,4.9,20,38.5,43,15,65.875,100,22
3/5/14,0.024471,0.032,11,30,11.220833,23.6,6,22,4.9,0,4.9,20,43.458333,58,16,76.083333,100,0
3/6/14,0.023824,0.028,7,26,11.7625,21,16,20,10,0,10,42,39.541667,43,0,75.25,100,16
3/7/14,0.016412,0.034,10,31,14.458333,29.2,6,27,3.2,0,3.2,13,45.791667,58,14,90.208333,100,0
3/8/14,0.024353,0.048,11,44,15.745833,51.5,20,48,10.7,0,10.7,45,51.333333,69,14,70.208333,100,0
3/9/14,0.039176,0.053,10,49,16,33.5,0,31,11.7,0,11.7,49,56.666667,70,14,61.875,90,6
3/10/14,0.025824,0.048,10,44,24.791667,52.8,21,49,12.5,0,12.5,52,57.708333,73,15,62.958333,91,6
3/11/14,0.045529,0.053,11,49,17.190476,38.9,0,36,20.2,0,20.2,68,61.625,78,15,65,100,3
3/12/14,0.034,0.037,14,34,6.079167,18.5,8,17,7.6,0,7.6,32,57.416667,71,13,76.291667,100,1
3/12/14,0.034,0.037,14,34,6.079167,18.5,8,17,7.8,0,7.8,33,57.416667,71,13,76.291667,100,1
3/13/14,0.020647,0.039,10,36,14.495238,44.4,20,42,5.3,0,5.3,22,41.958333,53,15,46.833333,78,23
3/14/14,0.034,0.054,12,50,18.783333,46.9,23,43,14,0,14,55,47.833333,65,15,51.666667,96,6
3/15/14,0.032882,0.053,11,49,18.745833,44.7,0,42,19.5,0,19.5,67,56.916667,68,13,63.041667,87,5
3/16/14,0.025765,0.036,7,33,5.408333,30.9,0,28,12.6,0,12.6,52,55.125,59,22,98.541667,100,1
3/17/14,0.016471,0.017,10,16,6.5375,10.9,8,9,1.9,0,1.9,8,46.541667,60,0,99.166667,100,0
3/18/14,0.021647,0.023,10,21,6.171429,13.6,7,12,3.4,0,3.4,14,43,50,16,89.541667,100,0
3/19/14,0.013059,0.025,10,23,6.745833,21.2,19,20,6.4,0,6.4,27,48.75,59,17,89.083333,100,2
3/20/14,0.021235,0.04,11,37,15.983333,49.5,20,46,9.9,0,9.9,41,52.5,66,14,62.833333,100,0
3/21/14,0.027706,0.052,11,48,18.866667,47.4,21,44,11.3,0,11.3,47,50.583333,67,14,58.25,100,3
3/22/14,0.030059,0.061,10,71,23.995833,56.8,20,53,20.8,0,20.8,69,58.875,75,14,61.958333,90,6
3/23/14,0.035412,0.042,11,39,10.841667,33,0,31,15.9,0,15.9,59,53.583333,65,14,70.25,100,3
3/24/14,0.033235,0.044,10,41,10.4,33.4,5,31,11.2,0,11.2,47,48.041667,59,14,59.541667,88,6
3/24/14,0.033235,0.044,10,41,10.4,33.4,5,31,11.6,0,11.6,48,48.041667,59,14,59.541667,88,6
3/25/14,0.035647,0.04,9,37,10.309524,33.1,5,31,11.2,0,11.2,47,44.916667,53,12,51.5,82,6
3/26/14,0.021059,0.041,10,38,15.695833,45.8,20,42,7.2,0,7.2,30,39.333333,52,15,40.25,73,23
3/27/14,0.047412,0.056,12,54,14.779167,37,0,35,12.4,0,12.4,52,50.208333,66,15,50.416667,84,2
3/28/14,0.023529,0.031,7,29,7.395833,16.1,18,15,7.2,0,7.2,30,56.791667,59,15,94,100,6
3/29/14,0.032529,0.034,12,31,3.829167,5.4,11,5,4.1,0,4.1,17,58.25,66,12,83.708333,100,0
3/30/14,0.027294,0.043,11,40,8.625,38.5,22,36,6.6,0,6.6,28,51.625,64,14,52.208333,73,0
3/31/14,0.023412,0.045,12,42,26.045833,54.9,20,51,8.9,0,8.9,37,56.708333,78,15,48.541667,88,3
4/1/14,0.031353,0.056,11,54,23.42381,52,22,49,13.4,0,13.4,54,62.041667,81,14,47.5,86,4
4/2/14,0.029941,0.049,11,45,22.4125,45.8,9,42,16.4,0,16.4,60,63.208333,80,14,56.625,90,6
4/3/14,0.038882,0.044,13,41,10.133333,36.5,0,34,15.3,0,15.3,58,69.041667,82,15,63,100,6
4/4/14,0.034529,0.043,10,40,5.966667,11,21,10,5.9,0,5.9,25,67.833333,77,14,66,83,5
4/5/14,0.040059,0.049,11,45,6.770833,11.8,19,10,6.2,0,6.2,26,58.125,68,15,57.25,92,3
4/5/14,0.040059,0.049,11,45,6.770833,11.8,19,10,7,0,7,29,58.125,68,15,57.25,92,3
4/6/14,0.028353,0.034,9,31,5.991667,13.7,6,12,10.4,0,10.4,43,52.75,59,13,80.041667,100,16
4/7/14,0.023545,0.028,23,26,4.335714,8.6,6,8,4.2,0,4.2,18,56.75,65,18,98.25,100,0
4/8/14,0.028588,0.047,11,44,11.758333,36.1,21,34,7.9,0,7.9,33,52.875,64,14,72.875,100,7
4/9/14,0.028941,0.05,10,46,14.025,43.8,21,41,9.1,0,9.1,38,55.458333,67,14,62.458333,91,0
4/10/14,0.034412,0.058,11,61,16.075,45.6,22,42,10.6,0,10.6,44,57.125,74,14,58.5,100,2
4/11/14,0.029647,0.057,11,58,21.3875,55.1,20,52,11.8,0,11.8,49,57.565217,73,15,66.217391,100,5
4/12/14,0.038176,0.056,11,54,10.381818,32,0,30,NA,NA,NA,NA,65.772727,80,15,61.681818,100,3
4/13/14,0.041765,0.047,10,44,7.883333,29.5,0,27,12.1,0,12.1,51,67.125,79,15,67.125,100,3
4/14/14,0.022824,0.026,8,24,3.795833,8.5,14,8,6.9,0,6.9,29,65.5,71,11,86,100,13
4/15/14,0.026176,0.03,13,28,5.25,8,7,8,2.7,0,2.7,11,50.833333,63,0,83.75,100,0
4/16/14,0.040529,0.047,11,44,6.5625,22,5,21,6.2,0,6.2,26,46.333333,61,15,58.333333,99,6
4/17/14,0.044588,0.048,11,44,5.7875,24.6,5,23,7.6,0,7.6,32,53.5,65,15,57.041667,87,6
4/17/14,0.044588,0.048,11,44,5.7875,24.6,5,23,7.5,0,7.5,31,53.5,65,15,57.041667,87,6
4/18/14,0.030941,0.036,20,33,7.0375,11.6,5,10,8.8,0,8.8,37,51.625,56,0,83.333333,100,11
4/19/14,0.038588,0.043,19,40,3.0625,6.4,7,6,2.5,0,2.5,10,54.875,61,13,90.833333,100,0
4/20/14,0.034412,0.058,11,61,6.975,32.4,22,30,8.5,0,8.5,35,59.416667,73,14,62.083333,100,6
4/21/14,0.034176,0.065,11,84,17.870833,55.2,21,52,12.4,0,12.4,52,60.041667,77,15,66.875,100,1
4/22/14,0.02,0.034,10,31,14.9,33.8,0,31,13.8,0,13.8,55,60.666667,72,10,90.291667,100,2
4/23/14,0.031235,0.055,12,51,17.033333,49.1,22,46,8.9,0,8.9,37,63,77,15,60.625,100,0
4/24/14,0.037412,0.061,11,71,14.729167,37.1,22,35,12.7,0,12.7,52,60.75,78,14,66.125,100,3
4/25/14,0.036294,0.049,12,45,8.308333,26.8,0,25,10.9,0,10.9,45,68.208333,78,12,66.125,91,0
4/26/14,0.033,0.057,11,58,13.425,44.1,21,42,8.7,0,8.7,36,64.416667,80,15,64.583333,100,3
4/27/14,0.020118,0.046,9,43,10.991667,25.8,0,24,13.9,0,13.9,55,65.666667,83,13,81.958333,100,1
4/28/14,0.021059,0.023,11,21,5.041667,12.4,0,11,14.1,0,14.1,55,69.583333,79,14,86.125,100,0
4/29/14,0.025588,0.033,10,31,2.45,6.5,7,6,5.3,0,5.3,22,70.375,76,14,79.875,100,4
4/29/14,0.025588,0.033,10,31,2.45,6.5,7,6,6.1,0,6.1,25,70.375,76,14,79.875,100,4
4/30/14,0.032471,0.042,11,39,4.4125,12.1,23,11,4.1,0,4.1,17,68.416667,72,14,76.708333,100,0
5/1/14,0.025471,0.04,11,37,10.3875,24.2,22,23,5.3,0,5.3,22,59.625,67,15,67.208333,88,0
5/2/14,0.035353,0.052,10,48,16.033333,32.5,23,30,6.9,0,6.9,29,59.958333,71,14,60.5,90,5
5/3/14,0.030882,0.053,10,49,12.458333,34.1,21,32,7.1,0,7.1,30,61.291667,75,14,59.583333,93,6
5/4/14,0.030706,0.057,10,58,13.6125,36.2,21,34,9.5,0,9.5,40,66.541667,84,14,63.041667,100,2
5/5/14,0.031118,0.057,10,58,18.195833,46.7,21,43,12.5,0,12.5,52,70.291667,87,14,63.291667,100,2
5/6/14,0.035471,0.063,10,77,20.609524,46,22,43,13.8,0,13.8,55,70.625,86,14,63.25,100,3
5/7/14,0.029235,0.051,10,47,15.104167,34.9,8,32,13,0,13,53,69.541667,85,14,63.791667,100,1
5/8/14,0.042588,0.055,10,51,9.408333,27.8,0,25,12.7,0,12.7,52,72.208333,86,14,64.5,100,1
5/9/14,0.019588,0.034,9,31,7.8875,28.4,5,26,9.4,0,9.4,39,69.458333,78,13,80,100,18
5/10/14,0.016294,0.029,10,27,4.008333,10,21,9,8,0,8,33,68.541667,76,14,89.166667,100,0
5/11/14,0.023647,0.041,12,38,5.308333,15.2,22,14,9.1,0,9.1,38,71.541667,82,15,85.833333,100,0
5/11/14,0.023647,0.041,12,38,5.308333,15.2,22,14,9.4,0,9.4,39,71.541667,82,15,85.833333,100,0
5/12/14,0.019588,0.038,9,35,6.983333,23.4,21,22,11.5,0,11.5,48,73.916667,85,14,79.25,100,0
5/13/14,0.029824,0.05,11,46,7.642857,27.9,23,25,12,0,12,50,73.458333,85,15,73.166667,100,0
5/14/14,0.025353,0.034,8,31,7.766667,22.6,0,21,8.4,0,8.4,35,70.208333,81,13,84.25,100,0
5/15/14,0.019529,0.026,13,24,5.004167,10.1,4,9,2.7,0,2.7,11,60.666667,66,0,88.208333,100,0
5/16/14,0.029765,0.049,11,45,10.0875,36.8,22,34,6.4,0,6.4,27,56.625,69,13,66.125,100,4
5/17/14,0.029294,0.047,10,44,10.404167,24.4,0,23,9.7,0,9.7,40,55.458333,69,16,77.333333,100,1
5/18/14,0.017353,0.026,9,24,4.970833,11.9,1,10,6.6,0,6.6,28,56.916667,60,15,98.708333,100,7
5/19/14,0.022529,0.042,12,39,5.345833,10.4,23,9,4.6,0,4.6,19,60.5,70,16,89.083333,100,0
5/20/14,0.028294,0.051,12,47,8.790476,37,21,35,12.7,0,12.7,52,66.166667,81,14,80.208333,100,0
5/21/14,0.034588,0.055,11,51,11.616667,30.2,22,28,13,0,13,53,71.25,85,13,67.291667,100,0
5/22/14,0.029471,0.047,10,44,12.995833,33.2,22,31,14.7,0,14.7,56,73.541667,86,13,71.708333,100,4
5/23/14,0.033118,0.056,10,54,14.645833,37.2,21,35,14.4,0,14.4,56,75.958333,88,14,71.416667,100,4
5/23/14,0.033118,0.056,10,54,14.645833,37.2,21,35,14.7,0,14.7,56,75.958333,88,14,71.416667,100,4
5/24/14,0.032118,0.057,10,58,14.008333,28.8,22,26,15.1,0,15.1,57,74,85,14,74.541667,100,2
5/25/14,0.044294,0.061,10,71,8.220833,22.5,0,21,15.4,0,15.4,58,73.625,87,13,72.208333,100,1
5/26/14,0.023235,0.049,8,45,4.795833,8.4,7,8,11.2,0,11.2,47,69.458333,83,12,86.625,100,3
5/27/14,0.025176,0.044,10,41,8.42381,22.6,8,21,15.5,0,15.5,58,72.791667,82,15,85.083333,100,0
5/28/14,0.021235,0.043,10,40,11.475,30,20,28,14.6,0,14.6,56,74.291667,85,16,78.833333,100,0
5/29/14,0.020588,0.041,9,38,9.329167,28.1,20,26,NA,NA,NA,NA,74.416667,85,13,77.958333,100,0
5/30/14,0.016941,0.035,9,32,7.666667,15.4,20,14,9.1,0,9.1,38,71.5,84,14,89.916667,100,0
5/31/14,0.027588,0.043,9,40,3.745833,10.1,0,9,9.2,0,9.2,38,73.083333,86,14,84.666667,100,0
6/1/14,0.029412,0.037,11,34,1.541667,3.2,20,3,9,0,9,38,72.208333,78,14,82.166667,100,0
6/2/14,0.027471,0.04,8,37,1.933333,4.5,6,4,7.2,0,7.2,30,70.041667,78,13,71.75,100,0
6/3/14,0.030706,0.048,12,44,5.6,16,23,15,8.2,0,8.2,34,74.625,83,15,77.708333,100,5
6/4/14,0.022,0.04,10,37,8.941667,26.2,22,25,10.2,0,10.2,43,77.5,87,14,77.083333,100,3
6/4/14,0.022,0.04,10,37,8.941667,26.2,22,25,10.2,0,10.2,43,77.5,87,14,77.083333,100,3
6/5/14,0.025118,0.048,13,44,10.018182,22.2,0,21,8.5,0,8.5,35,76.590909,85,11,77.409091,100,21
6/6/14,0.016824,0.032,9,30,9.55,15.1,5,14,7.2,0,7.2,30,73.086957,83,11,89.26087,100,0
6/7/14,0.028765,0.05,11,46,7.1,18.9,21,17,9,0,9,38,75.708333,85,14,82.125,100,0
6/8/14,0.019059,0.03,9,28,5.45,14.9,23,13,6.9,0,6.9,29,74.875,85,14,82.583333,100,0
6/9/14,0.023706,0.04,10,37,8.175,16,8,15,10.5,0,10.5,44,77.166667,87,14,78.458333,100,0
6/10/14,0.014765,0.022,10,20,5.145,14.9,6,13,5.8,0,5.8,24,73.708333,87,15,84.541667,100,0
6/11/14,0.019941,0.033,11,31,3.8625,9.7,23,8,5,0,5,21,73.083333,80,14,83.666667,100,0
6/12/14,0.018882,0.038,10,35,8.466667,16,23,15,7.5,0,7.5,31,71.416667,81,14,86.25,100,0
6/13/14,0.014,0.033,8,31,10.409091,21,1,20,10,0,10,42,71.045455,82,12,89.727273,100,0
6/14/14,0.033588,0.058,11,61,6.308333,19.2,22,18,10,0,10,42,73.5,85,14,81.166667,100,0
6/15/14,0.029765,0.047,9,44,5.354167,16.2,19,15,12.5,0,12.5,52,75.916667,86,13,80.375,100,0
6/16/14,0.041294,0.076,11,119,9.679167,28,23,26,18.3,0,18.3,64,77.833333,89,13,76.458333,100,0
6/16/14,0.041294,0.076,11,119,9.679167,28,23,26,19.5,0,19.5,67,77.833333,89,13,76.458333,100,0
6/17/14,0.038118,0.068,11,93,8.75,16.4,0,15,19.2,0,19.2,66,78.041667,89,13,77.708333,100,2
6/18/14,0.031941,0.062,10,74,11.191667,36.4,22,34,17.7,0,17.7,63,79.083333,91,15,75.791667,100,0
6/19/14,0.040471,0.07,10,100,11.65,32.3,23,30,18.1,0,18.1,64,80,92,14,69.916667,100,0
6/20/14,0.017529,0.041,8,38,12.975,29.4,0,27,14.9,0,14.9,57,76.875,89,11,84.375,100,3
6/21/14,0.015471,0.037,8,34,9.470833,15.3,21,14,12.8,0,12.8,52,74.416667,87,12,90.291667,100,0
6/22/14,0.025647,0.047,10,44,9.6,28.1,21,26,11.7,0,11.7,49,76.291667,86,14,79.375,100,0
6/23/14,0.031941,0.048,10,44,6.75,16.5,0,15,NA,NA,NA,NA,76.5,86,12,80.5,100,0
6/24/14,0.019706,0.035,10,32,6.355,17.4,21,16,12.4,0,12.4,52,75,86,15,84.5,100,2
6/25/14,0.026588,0.044,11,41,7.354167,29.6,23,27,10.9,0,10.9,45,77.458333,87,15,76,100,3
6/26/14,0.017765,0.036,9,33,10.683333,27.1,0,25,8.5,0,8.5,35,73.958333,85,12,86.583333,100,3
6/27/14,0.022471,0.041,10,38,8.075,23.1,20,22,9.3,0,9.3,39,77.25,88,14,79.833333,100,0
6/28/14,0.016294,0.031,9,29,8.104167,17.9,0,16,7.6,0,7.6,32,76.916667,85,11,76.708333,96,1
6/29/14,0.022941,0.044,8,41,6.145833,15.9,19,14,8.5,0,8.5,35,77.041667,89,13,82.791667,100,3
6/30/14,0.013412,0.025,9,23,7.1125,17.7,21,16,8,0,8,33,73.833333,82,10,93.916667,100,0
7/1/14,0.022294,0.044,10,41,7.242857,20.6,21,19,26.8,0,26.8,82,79.25,90,14,79.083333,100,0
7/1/14,0.022294,0.044,10,41,7.242857,20.6,21,19,26.8,0,26.8,82,79.25,90,14,79.083333,100,0
7/2/14,0.036118,0.062,10,74,9.2125,25.3,21,24,22.7,0,22.7,73,80.833333,92,13,73.75,100,0
7/2/14,0.036118,0.062,10,74,9.2125,25.3,21,24,22.7,0,22.7,73,80.833333,92,13,73.75,100,0
7/3/14,0.039941,0.051,10,47,8.333333,18.5,4,17,9.8,0,9.8,41,77.958333,87,12,68.666667,100,4
7/4/14,0.036176,0.048,11,44,4.395833,9.2,23,8,9,0,9,38,73,84,15,66.541667,88,5
7/5/14,0.033235,0.044,11,41,4.6625,13.9,1,12,9.5,0,9.5,40,74.416667,85,14,57.833333,84,2
7/6/14,0.030353,0.044,10,41,4.4375,14.5,3,13,11.5,0,11.5,48,75.25,86,14,71.25,87,4
7/7/14,0.027235,0.047,11,44,12,32.6,23,30,15.5,0,15.5,58,76.75,89,15,73.583333,100,2
7/8/14,0.028588,0.044,9,41,10.742857,28.9,23,26,19.7,0,19.7,67,78.125,91,14,70.041667,100,1
7/9/14,0.034882,0.048,10,44,11.670833,30.6,1,28,NA,NA,NA,NA,80.458333,90,12,64.375,80,0
7/10/14,0.029176,0.05,10,46,8.358333,19.8,5,18,8.7,0,8.7,36,78.083333,88,15,74.75,93,22
7/10/14,0.029176,0.05,10,46,8.358333,19.8,5,18,28.3,0,28.3,85,78.083333,88,15,74.75,93,22
7/11/14,0.020882,0.042,8,39,11.081818,20,17,19,NA,NA,NA,NA,74.666667,87,12,91.809524,100,0
7/12/14,0.021471,0.037,11,34,6.670833,18.4,22,17,10.7,0,10.7,45,77.5,89,15,80.333333,100,0
7/13/14,0.028824,0.049,10,45,5.995833,13.1,0,12,9.7,0,9.7,40,78.833333,90,13,76.541667,100,0
7/14/14,0.017529,0.036,9,33,9.0375,19.9,8,18,11.7,0,11.7,49,76.791667,89,11,89,100,1
7/15/14,0.027353,0.04,10,37,8.957143,17.4,0,16,NA,NA,NA,NA,76.875,85,13,81.083333,100,0
7/16/14,0.034176,0.047,10,44,9.933333,16,5,15,7.9,0,7.9,33,72.666667,83,14,64.25,100,5
7/17/14,0.028588,0.049,10,45,9.8375,29.8,22,27,8,0,8,33,71.041667,84,13,69.5,100,5
7/18/14,0.027294,0.041,9,38,8.816667,18.9,1,17,12.3,0,12.3,51,71.125,80,12,85.875,100,0
7/19/14,0.018824,0.025,10,23,3.345833,6.1,7,6,NA,NA,NA,NA,72.458333,79,14,96.375,100,0
7/20/14,0.01,0.013,7,12,2.433333,6.4,20,6,6.6,0,6.6,28,70.75,74,16,98.958333,100,0
7/21/14,0.021941,0.034,10,31,2.545833,11.3,21,10,7.6,0,7.6,32,76.208333,82,11,88.208333,100,0
7/22/14,0.015059,0.029,10,27,3.704762,13.8,20,12,5.8,0,5.8,24,75.208333,81,13,89.125,100,2
7/22/14,0.015059,0.029,10,27,3.704762,13.8,20,12,9.2,0,9.2,38,75.208333,81,13,89.125,100,2
7/23/14,0.020706,0.041,10,38,5.970833,15.1,22,14,7.9,0,7.9,33,76.826087,87,14,85.217391,100,0
7/24/14,0.014588,0.031,9,29,9.8125,18.9,19,17,NA,NA,NA,NA,74.833333,85,12,92.583333,100,0
7/25/14,0.014583,0.039,12,36,11.3875,37.2,20,35,11.9,0,11.9,50,76.375,87,15,82.25,100,0
7/26/14,0.026765,0.049,11,45,8.95,26,22,25,12,0,12,50,77.25,89,16,76.25,100,0
7/27/14,0.026529,0.036,11,33,5.5,12.5,0,11,14.9,0,14.9,57,80.375,91,14,76.458333,100,0
7/28/14,0.030588,0.041,11,38,6.995833,14.6,22,13,12.3,0,12.3,51,80.5,88,12,68.958333,84,4
7/29/14,0.031471,0.043,10,40,8.766667,23.5,5,22,8.4,0,8.4,35,72.291667,81,15,67.208333,98,6
7/30/14,0.029647,0.053,11,49,12.975,37.4,23,35,9.2,0,9.2,38,69.625,81,14,71,100,5
7/31/14,0.025471,0.038,9,35,10.745833,27.7,0,25,11.8,0,11.8,49,71.25,83,13,86.791667,100,18
8/1/14,0.027765,0.033,11,31,3.795833,7.2,8,7,5.2,0,5.2,22,71.166667,79,15,82.285714,100,8
8/2/14,0.023176,0.038,10,35,2.591667,3.6,9,3,6.9,0,6.9,29,72.75,82,15,82.391304,100,22
8/3/14,0.024941,0.042,11,39,3.395833,7.1,23,7,6.8,0,6.8,28,75,86,14,68.4375,100,23
8/3/14,0.024941,0.042,11,39,3.395833,7.1,23,7,7.1,0,7.1,30,75,86,14,68.4375,100,23
8/4/14,0.033294,0.053,11,49,6.0375,22.1,23,21,9.9,0,9.9,41,75.791667,87,15,68.0625,89,23
8/5/14,0.032,0.064,11,80,16.47619,48.7,21,45,13.7,0,13.7,54,75.708333,88,14,61.176471,100,1
8/6/14,0.030941,0.064,10,80,16.394737,39.7,21,37,20.1,0,20.1,68,76,90,13,64.944444,100,0
8/7/14,0.047118,0.072,10,105,8.8875,23.3,0,22,17.5,0,17.5,62,77.826087,94,15,65.928571,100,1
8/8/14,0.021588,0.036,9,33,8.05,14.3,3,13,10.5,0,10.5,44,72.583333,86,12,74.2,83,9
8/9/14,0.029588,0.051,10,47,5.945833,11.9,2,10,11,0,11,46,75.083333,87,15,70.571429,81,11
8/10/14,0.018941,0.029,11,27,4.820833,13.5,1,12,9,0,9,38,74.916667,79,16,97.714286,100,7
8/11/14,0.015176,0.027,11,25,3.670833,8.9,22,8,8.1,0,8.1,34,75.416667,83,13,89.111111,100,1
8/12/14,0.022824,0.039,11,36,8.104762,18.3,23,17,10.5,0,10.5,44,77.166667,86,15,76.066667,100,8
8/13/14,0.028353,0.048,11,44,11.4125,30,23,28,9.7,0,9.7,40,73.5,83,15,69.333333,98,1
8/14/14,0.029176,0.053,11,49,10.452174,30.3,21,28,11.1,0,11.1,46,70.833333,83,15,70.375,100,1
8/15/14,0.037706,0.077,10,122,14.845833,42.1,20,40,17.4,0,17.4,62,73,85,13,66,100,23
8/15/14,0.037706,0.077,10,122,14.845833,42.1,20,40,19.3,0,19.3,66,73,85,13,66,100,23
8/16/14,0.027882,0.051,11,47,9.445833,20,9,19,17.6,0,17.6,63,74.416667,86,13,62.692308,91,21
8/17/14,0.015294,0.033,9,31,9.320833,19.3,9,18,15.8,0,15.8,59,75.458333,89,13,75.882353,100,7
